"","item_ID","tag_final"
"1077",1077,"substance use"
"1078",1078,"substance use"
"1079",1079,"event"
"1080",1080,"event;appraisal"
"1081",1081,"coping;emotion regulation"
"1082",1082,"coping;emotion regulation"
"1083",1083,"coping;emotion regulation"
"1084",1084,"methodological"
"1085",1085,""
"1086",1086,""
"1087",1087,""
"1088",1088,"methodological"
"1089",1089,"methodological"
"1090",1090,"positive affect"
"1091",1091,"fatigue"
"1092",1092,"anxiety;negative affect"
"1093",1093,"negative affect"
"1094",1094,"negative affect"
"1095",1095,"arousal;positive affect"
"1096",1096,"physical health"
"1097",1097,""
"1098",1098,"physical health"
"1099",1099,""
"1100",1100,"physical health"
"1101",1101,""
"1102",1102,"activity"
"1103",1103,""
"1104",1104,"methodological"
"1105",1105,"sleep"
"1106",1106,"sleep"
"1107",1107,"sleep"
"1108",1108,"arousal;sleep"
"1109",1109,"sleep"
"1110",1110,""
"1111",1111,"positive affect"
"1112",1112,"positive affect"
"1113",1113,"positive affect"
"1114",1114,"positive affect"
"1115",1115,"self-esteem"
"1116",1116,"negative affect"
"1117",1117,"anxiety;negative affect"
"1118",1118,"negative affect"
"1119",1119,"negative affect"
"1120",1120,"psychosis"
"1121",1121,"rumination"
"1122",1122,"psychosis"
"1123",1123,"psychosis"
"1124",1124,"physical health"
"1125",1125,"physical health"
"1126",1126,"fatigue;physical health;negative affect"
"1127",1127,"self-esteem"
"1128",1128,"self-esteem"
"1129",1129,"activity"
"1130",1130,"activity;appraisal"
"1131",1131,"activity;appraisal"
"1132",1132,"activity;appraisal"
"1133",1133,"location"
"1134",1134,"social context"
"1135",1135,"appraisal"
"1136",1136,"appraisal"
"1137",1137,"appraisal"
"1138",1138,"positive affect"
"1139",1139,""
"1140",1140,"event"
"1141",1141,"event;appraisal"
"1142",1142,"event;appraisal"
"1143",1143,"event;appraisal"
"1144",1144,""
"1145",1145,"event;stress"
"1146",1146,"event;appraisal"
"1147",1147,"methodological"
"1148",1148,"methodological"
"1149",1149,"positive affect"
"1150",1150,"stress"
"1151",1151,"anxiety;negative affect"
"1152",1152,"sleep"
"1153",1153,"sleep"
"1154",1154,"sleep"
"1155",1155,"sleep"
"1156",1156,"cognition"
"1157",1157,"cognition"
"1158",1158,"positive affect"
"1159",1159,"positive affect"
"1160",1160,"positive affect"
"1161",1161,"positive affect"
"1162",1162,"negative affect;self-esteem"
"1163",1163,"negative affect"
"1164",1164,"anxiety;negative affect"
"1165",1165,"negative affect"
"1166",1166,"negative affect"
"1167",1167,"psychosis"
"1168",1168,"psychosis"
"1169",1169,"psychosis"
"1170",1170,"psychosis"
"1171",1171,"psychosis"
"1172",1172,"psychosis"
"1173",1173,"psychosis"
"1174",1174,"psychosis"
"1175",1175,"physical health"
"1176",1176,"physical health"
"1177",1177,"fatigue;physical health;negative affect"
"1178",1178,"self-esteem"
"1179",1179,"self-esteem"
"1180",1180,"activity"
"1181",1181,"activity;appraisal"
"1182",1182,"activity;appraisal"
"1183",1183,"activity;appraisal"
"1184",1184,"activity;appraisal"
"1185",1185,"location"
"1186",1186,"social context;appraisal"
"1187",1187,"appraisal"
"1188",1188,"appraisal"
"1189",1189,"appraisal"
"1190",1190,"appraisal"
"1191",1191,"substance use"
"1192",1192,"substance use"
"1193",1193,"event"
"1194",1194,"event;appraisal"
"1195",1195,"event;appraisal"
"1196",1196,"event;appraisal"
"1197",1197,"event;appraisal"
"1198",1198,"methodological"
"1199",1199,""
"1200",1200,"methodological"
"1201",1201,"methodological"
"1202",1202,"sleep"
"1203",1203,"sleep"
"1204",1204,""
"1205",1205,"appraisal"
"1206",1206,"cognition"
"1207",1207,"positive affect"
"1208",1208,"positive affect"
"1209",1209,"positive affect"
"1210",1210,"depression;negative affect"
"1211",1211,"anxiety;negative affect"
"1212",1212,"negative affect"
"1213",1213,"depression;negative affect"
"1214",1214,"positive affect;self-esteem"
"1215",1215,"anxiety;stress"
"1216",1216,"positive affect"
"1217",1217,"fatigue;physical health"
"1218",1218,"depression;negative affect"
"1219",1219,"positive affect"
"1220",1220,"anxiety"
"1221",1221,"activity"
"1222",1222,"positive affect"
"1223",1223,"positive affect"
"1224",1224,"activity"
"1225",1225,"activity;appraisal"
"1226",1226,"activity;appraisal"
"1227",1227,"activity;appraisal"
"1228",1228,"activity;appraisal"
"1229",1229,"location"
"1230",1230,"social context"
"1231",1231,"social context"
"1232",1232,"social context"
"1233",1233,"substance use"
"1234",1234,"event"
"1235",1235,"event;appraisal"
"1236",1236,"event;appraisal"
"1237",1237,"event;appraisal"
"1238",1238,"event"
"1239",1239,"event"
"1240",1240,"event;appraisal"
"1241",1241,"event;appraisal"
"1242",1242,"event;appraisal"
"1243",1243,"appraisal;event;stress"
"1244",1244,"event;appraisal"
"1245",1245,"event;appraisal"
"1246",1246,"methodological"
"1247",1247,""
"1248",1248,""
"1249",1249,""
"1250",1250,"methodological"
"1251",1251,"methodological"
"1252",1252,"methodological"
"1253",1253,"methodological"
"1254",1254,"positive affect"
"1255",1255,"positive affect"
"1256",1256,"appraisal"
"1257",1257,"methodological"
"1258",1258,"methodological"
"1259",1259,"event"
"1260",1260,"appraisal;event"
"1261",1261,"appraisal;event"
"1262",1262,"appraisal;event;stress"
"1263",1263,"appraisal;event"
"1264",1264,"appraisal;event"
"1265",1265,"appraisal;event"
"1266",1266,"event;appraisal"
"1267",1267,"appraisal;event"
"1268",1268,"appraisal;event"
"1269",1269,"appraisal;event"
"1270",1270,"appraisal;event"
"1271",1271,"physical health;substance use"
"1272",1272,"physical health;substance use"
"1273",1273,"sleep"
"1274",1274,"sleep"
"1275",1275,"sleep"
"1276",1276,"sleep"
"1277",1277,"sleep"
"1278",1278,"sleep"
"1279",1279,"worry"
"1280",1280,"positive affect"
"1281",1281,"positive affect"
"1282",1282,"positive affect"
"1283",1283,"positive affect"
"1284",1284,"negative affect;self-esteem"
"1285",1285,"negative affect"
"1286",1286,"anxiety;negative affect"
"1287",1287,"negative affect"
"1288",1288,"negative affect"
"1289",1289,"negative affect"
"1290",1290,"positive affect"
"1291",1291,"physical health"
"1292",1292,"positive affect"
"1293",1293,"fatigue;physical health"
"1294",1294,"activity"
"1295",1295,"activity;appraisal"
"1296",1296,"activity;appraisal"
"1297",1297,"appraisal;activity;attention;substance use"
"1298",1298,"activity;appraisal"
"1299",1299,"location"
"1300",1300,"social context"
"1301",1301,"social context;appraisal"
"1302",1302,"social context;appraisal"
"1303",1303,"social context;appraisal"
"1304",1304,"social context;appraisal"
"1305",1305,"substance use"
"1306",1306,"methodological"
"1307",1307,"cognition"
"1308",1308,"cognition"
"1309",1309,"cognition"
"1310",1310,"attention;cognition"
"1311",1311,"positive affect"
"1312",1312,"physical health;fatigue"
"1313",1313,"stress"
"1314",1314,"anxiety;worry"
"1315",1315,"cognition"
"1316",1316,"cognition"
"1317",1317,""
"1318",1318,"sleep"
"1319",1319,"sleep"
"1320",1320,"sleep"
"1321",1321,"sleep"
"1322",1322,"sleep"
"1323",1323,"sleep"
"1324",1324,""
"1325",1325,"arousal"
"1326",1326,"sleep"
"1327",1327,"worry"
"1328",1328,"positive affect"
"1329",1329,"positive affect;arousal"
"1330",1330,"positive affect"
"1331",1331,"positive affect"
"1332",1332,"self-esteem"
"1333",1333,"negative affect"
"1334",1334,"anxiety;negative affect"
"1335",1335,"negative affect"
"1336",1336,"negative affect"
"1337",1337,"negative affect"
"1338",1338,"negative affect"
"1339",1339,""
"1340",1340,""
"1341",1341,""
"1342",1342,""
"1343",1343,""
"1344",1344,"positive affect;arousal"
"1345",1345,"activity"
"1346",1346,"activity;appraisal"
"1347",1347,"activity;appraisal"
"1348",1348,"activity;appraisal"
"1349",1349,"activity;attention;cognition;appraisal"
"1350",1350,"activity"
"1351",1351,"location"
"1352",1352,"social context"
"1353",1353,""
"1354",1354,""
"1355",1355,""
"1356",1356,""
"1357",1357,"event;appraisal"
"1358",1358,"event;appraisal"
"1359",1359,"event"
"1360",1360,"methodological"
"1361",1361,"cognition"
"1362",1362,"cognition"
"1363",1363,""
"1364",1364,"cognition"
"1365",1365,"cognition"
"1366",1366,"cognition"
"1367",1367,"sleep"
"1368",1368,"sleep"
"1369",1369,"sleep"
"1370",1370,"sleep"
"1371",1371,"sleep"
"1372",1372,"positive affect"
"1373",1373,"positive affect"
"1374",1374,"positive affect"
"1375",1375,"positive affect"
"1376",1376,"negative affect;self-esteem"
"1377",1377,"negative affect"
"1378",1378,"anxiety;negative affect"
"1379",1379,"negative affect"
"1380",1380,"negative affect"
"1381",1381,"positive affect"
"1382",1382,"negative affect"
"1383",1383,"psychosis"
"1384",1384,"psychosis;rumination"
"1385",1385,"psychosis"
"1386",1386,"psychosis"
"1387",1387,"psychosis"
"1388",1388,"psychosis"
"1389",1389,"psychosis"
"1390",1390,"psychosis"
"1391",1391,"physical health"
"1392",1392,"physical health;negative affect"
"1393",1393,"fatigue;physical health;negative affect"
"1394",1394,"activity"
"1395",1395,"activity;appraisal"
"1396",1396,"activity;appraisal"
"1397",1397,"activity;appraisal;self-esteem"
"1398",1398,"activity;appraisal"
"1399",1399,"location"
"1400",1400,"social context"
"1401",1401,"social context;appraisal"
"1402",1402,"social context;appraisal"
"1403",1403,"social context;appraisal"
"1404",1404,"positive affect;social context;appraisal"
"1405",1405,"substance use"
"1406",1406,"substance use"
"1407",1407,"event;appraisal"
"1408",1408,"event;appraisal"
"1409",1409,"event;appraisal"
"1410",1410,"methodological"
"1411",1411,"appraisal;methodological"
"1412",1412,"methodological"
"1413",1413,"methodological"
"1414",1414,"positive affect"
"1415",1415,"fatigue;negative affect;physical health"
"1416",1416,"stress;negative affect"
"1417",1417,"social context"
"1418",1418,"social context;appraisal"
"1419",1419,"anxiety;worry;negative affect"
"1420",1420,"appraisal"
"1421",1421,"positive affect;appraisal"
"1422",1422,"appraisal"
"1423",1423,"appraisal"
"1424",1424,"appraisal"
"1425",1425,"appraisal"
"1426",1426,"appraisal"
"1427",1427,"appraisal"
"1428",1428,"appraisal"
"1429",1429,"appraisal"
"1430",1430,"self-esteem;negative affect"
"1431",1431,"anxiety;negative affect"
"1432",1432,"appraisal"
"1433",1433,"sleep"
"1434",1434,"sleep"
"1435",1435,"sleep"
"1436",1436,"sleep"
"1437",1437,"sleep"
"1438",1438,"sleep"
"1439",1439,"appraisal;positive affect"
"1440",1440,"positive affect"
"1441",1441,"positive affect"
"1442",1442,"positive affect"
"1443",1443,"positive affect"
"1444",1444,"positive affect"
"1445",1445,"negative affect;anxiety"
"1446",1446,"fatigue;negative affect"
"1447",1447,"negative affect"
"1448",1448,"anxiety;negative affect"
"1449",1449,"negative affect"
"1450",1450,"negative affect"
"1451",1451,"depression;negative affect"
"1452",1452,"negative affect"
"1453",1453,"activity"
"1454",1454,"positive affect"
"1455",1455,"positive affect"
"1456",1456,"physical health"
"1457",1457,"fatigue;sleep;physical health"
"1458",1458,"physical health;fatigue"
"1459",1459,"activity"
"1460",1460,"activity;appraisal"
"1461",1461,"activity;appraisal"
"1462",1462,"activity;appraisal"
"1463",1463,"activity;attention;cognition;appraisal;rumination"
"1464",1464,"activity;appraisal"
"1465",1465,"location"
"1466",1466,"social context"
"1467",1467,""
"1468",1468,""
"1469",1469,"social context"
"1470",1470,"social interaction"
"1471",1471,"substance use"
"1472",1472,"substance use"
"1473",1473,"substance use"
"1474",1474,"methodological"
"1475",1475,"methodological"
"1476",1476,"physical health"
"1477",1477,"physical health"
"1478",1478,"physical health"
"1479",1479,"physical health"
"1480",1480,"physical health"
"1481",1481,"event;appraisal"
"1482",1482,"event;appraisal"
"1483",1483,"cognition"
"1484",1484,"worry;negative affect"
"1485",1485,"appraisal"
"1486",1486,"sleep"
"1487",1487,"appraisal"
"1488",1488,"methodological"
"1489",1489,"methodological"
"1490",1490,""
"1491",1491,""
"1492",1492,""
"1493",1493,""
"1494",1494,""
"1495",1495,""
"1496",1496,"activity"
"1497",1497,""
"1498",1498,"methodological"
"1499",1499,"methodological"
"1500",1500,"event;appraisal"
"1501",1501,"event;appraisal"
"1502",1502,"sleep"
"1503",1503,"sleep"
"1504",1504,"sleep"
"1505",1505,"sleep"
"1506",1506,"positive affect"
"1507",1507,"positive affect"
"1508",1508,"positive affect"
"1509",1509,"positive affect"
"1510",1510,"negative affect;self-esteem"
"1511",1511,"negative affect"
"1512",1512,"anxiety;negative affect"
"1513",1513,"negative affect"
"1514",1514,"negative affect"
"1515",1515,"psychosis;symptom"
"1516",1516,"psychosis;symptom;rumination"
"1517",1517,"psychosis;symptom"
"1518",1518,"psychosis;symptom"
"1519",1519,"psychosis;symptom"
"1520",1520,"psychosis;symptom"
"1521",1521,"psychosis;symptom"
"1522",1522,"psychosis;symptom"
"1523",1523,"physical health"
"1524",1524,"positive affect"
"1525",1525,"fatigue;physical health"
"1526",1526,"activity"
"1527",1527,"activity"
"1528",1528,"activity;appraisal"
"1529",1529,"activity;appraisal"
"1530",1530,"activity;appraisal;self-esteem"
"1531",1531,"location"
"1532",1532,"location"
"1533",1533,"event;location;appraisal"
"1534",1534,"event;appraisal"
"1535",1535,"event;location"
"1536",1536,"social context"
"1537",1537,""
"1538",1538,""
"1539",1539,""
"1540",1540,""
"1541",1541,""
"1542",1542,""
"1543",1543,"substance use"
"1544",1544,"substance use"
"1545",1545,"substance use"
"1546",1546,"methodological"
"1547",1547,"appraisal"
"1548",1548,"methodological"
"1549",1549,"methodological"
"1550",1550,"appraisal"
"1551",1551,"fatigue;appraisal"
"1552",1552,"stress;appraisal"
"1553",1553,"event;appraisal"
"1554",1554,"event;coping;emotion regulation"
"1555",1555,"event;rumination;emotion regulation"
"1556",1556,"event;coping;emotion regulation"
"1557",1557,"event;coping"
"1558",1558,"event;coping"
"1559",1559,"event;avoidance"
"1560",1560,"event;coping"
"1561",1561,""
"1562",1562,"sleep"
"1563",1563,"sleep"
"1564",1564,"sleep"
"1565",1565,"sleep"
"1566",1566,"cognition"
"1567",1567,"appraisal"
"1568",1568,"appraisal"
"1569",1569,"cognition;attention"
"1570",1570,""
"1571",1571,"positive affect"
"1572",1572,"positive affect"
"1573",1573,"positive affect"
"1574",1574,"negative affect;self-esteem"
"1575",1575,"negative affect"
"1576",1576,"anxiety;negative affect"
"1577",1577,"negative affect"
"1578",1578,"negative affect"
"1579",1579,"negative affect"
"1580",1580,"positive affect"
"1581",1581,"psychosis;symptom"
"1582",1582,""
"1583",1583,""
"1584",1584,""
"1585",1585,""
"1586",1586,""
"1587",1587,""
"1588",1588,""
"1589",1589,""
"1590",1590,"physical health"
"1591",1591,"physical health"
"1592",1592,"activity"
"1593",1593,"activity;appraisal"
"1594",1594,"activity;appraisal"
"1595",1595,"activity;appraisal;self-esteem"
"1596",1596,"activity;appraisal"
"1597",1597,"activity;coping;stress"
"1598",1598,"location"
"1599",1599,"social context"
"1600",1600,"social context"
"1601",1601,"social context;appraisal"
"1602",1602,"social context;appraisal"
"1603",1603,"coping;stress;appraisal"
"1604",1604,"substance use"
"1605",1605,"substance use"
"1606",1606,"coping;stress;substance use"
"1607",1607,"event;appraisal"
"1608",1608,"event;appraisal"
"1609",1609,"event;coping"
"1610",1610,"event;appraisal"
"1611",1611,"event;appraisal"
"1612",1612,"methodological"
"1613",1613,""
"1614",1614,"sleep"
"1615",1615,"appraisal"
"1616",1616,"methodological"
"1617",1617,"methodological"
"1618",1618,"appraisal"
"1619",1619,"fatigue;appraisal"
"1620",1620,"stress;appraisal"
"1621",1621,"social context"
"1622",1622,""
"1623",1623,""
"1624",1624,""
"1625",1625,""
"1626",1626,""
"1627",1627,""
"1628",1628,"activity;methodological"
"1629",1629,"methodological"
"1630",1630,"methodological"
"1631",1631,"methodological"
"1632",1632,"methodological"
"1633",1633,"appraisal;event"
"1634",1634,"event"
"1635",1635,""
"1636",1636,"appraisal"
"1637",1637,""
"1638",1638,""
"1639",1639,"psychosis"
"1640",1640,"anxiety;negative affect"
"1641",1641,"event"
"1642",1642,"coping"
"1643",1643,"coping"
"1644",1644,"sleep"
"1645",1645,"arousal;positive affect"
"1646",1646,"positive affect"
"1647",1647,"positive affect"
"1648",1648,"positive affect"
"1649",1649,"positive affect"
"1650",1650,"negative affect;self-esteem"
"1651",1651,"negative affect"
"1652",1652,"anxiety;negative affect"
"1653",1653,"negative affect"
"1654",1654,"negative affect"
"1655",1655,"negative affect"
"1656",1656,"negative affect"
"1657",1657,"positive affect"
"1658",1658,"psychosis;symptom"
"1659",1659,""
"1660",1660,""
"1661",1661,""
"1662",1662,""
"1663",1663,""
"1664",1664,""
"1665",1665,"activity;physical health"
"1666",1666,"physical health"
"1667",1667,"physical health"
"1668",1668,"physical health"
"1669",1669,"fatigue;physical health"
"1670",1670,"activity"
"1671",1671,"activity;appraisal"
"1672",1672,"activity;appraisal"
"1673",1673,"activity;appraisal;self-esteem"
"1674",1674,"location;social context"
"1675",1675,"social context"
"1676",1676,""
"1677",1677,""
"1678",1678,""
"1679",1679,""
"1680",1680,"substance use"
"1681",1681,"event;appraisal"
"1682",1682,"event;appraisal"
"1683",1683,"methodological"
"1684",1684,"methodological"
"1685",1685,"appraisal"
"1686",1686,"sleep"
"1687",1687,"sleep"
"1688",1688,"sleep"
"1689",1689,"sleep"
"1690",1690,"sleep"
"1691",1691,"cognition"
"1692",1692,""
"1693",1693,""
"1694",1694,""
"1695",1695,"cognition;attention"
"1696",1696,"positive affect"
"1697",1697,"positive affect"
"1698",1698,"positive affect"
"1699",1699,"negative affect;self-esteem"
"1700",1700,"negative affect"
"1701",1701,"anxiety;negative affect"
"1702",1702,"negative affect"
"1703",1703,"negative affect"
"1704",1704,"positive affect"
"1705",1705,"psychosis;symptom"
"1706",1706,"rumination"
"1707",1707,""
"1708",1708,""
"1709",1709,""
"1710",1710,""
"1711",1711,""
"1712",1712,""
"1713",1713,""
"1714",1714,"activity;physical health"
"1715",1715,"physical health"
"1716",1716,"physical health"
"1717",1717,"activity"
"1718",1718,"activity;appraisal"
"1719",1719,"activity;appraisal"
"1720",1720,"activity;appraisal;self-esteem"
"1721",1721,"activity;appraisal"
"1722",1722,"activity;appraisal"
"1723",1723,"location"
"1724",1724,"social context"
"1725",1725,"social context"
"1726",1726,""
"1727",1727,""
"1728",1728,"social context"
"1729",1729,"social context"
"1730",1730,"social context"
"1731",1731,"social interaction"
"1732",1732,""
"1733",1733,"substance use"
"1734",1734,"substance use"
"1735",1735,"substance use"
"1736",1736,"substance use"
"1737",1737,"substance use"
"1738",1738,"event;appraisal"
"1739",1739,"event;appraisal"
"1740",1740,"methodological"
"1741",1741,""
"1742",1742,"sleep"
"1743",1743,""
"1744",1744,"methodological"
"1745",1745,"methodological"
"1746",1746,"physical health;positive affect"
"1747",1747,"stress;negative affect"
"1748",1748,"anxiety;negative affect"
"1749",1749,"social context"
"1750",1750,""
"1751",1751,""
"1752",1752,""
"1753",1753,""
"1754",1754,""
"1755",1755,""
"1756",1756,"activity"
"1757",1757,"methodological"
"1758",1758,"methodological"
"1759",1759,"methodological"
"1760",1760,"substance use"
"1761",1761,"substance use"
"1762",1762,"substance use;social context"
"1763",1763,"substance use"
"1764",1764,"substance use"
"1765",1765,"substance use"
"1766",1766,"substance use"
"1767",1767,"substance use;positive affect"
"1768",1768,"negative affect;substance use;emotion regulation;coping"
"1769",1769,"negative affect;stress;substance use;emotion regulation;coping"
"1770",1770,"substance use;positive affect;emotion regulation;coping"
"1771",1771,"negative affect;substance use"
"1772",1772,"negative affect;stress;substance use"
"1773",1773,"substance use"
"1774",1774,"sleep"
"1775",1775,"sleep"
"1776",1776,"sleep"
"1777",1777,"sleep"
"1778",1778,"sleep"
"1779",1779,""
"1780",1780,"sleep;substance use"
"1781",1781,"cognition"
"1782",1782,"worry;negative affect"
"1783",1783,"positive affect"
"1784",1784,"positive affect"
"1785",1785,"positive affect"
"1786",1786,"positive affect"
"1787",1787,"negative affect"
"1788",1788,"anxiety;negative affect"
"1789",1789,"negative affect"
"1790",1790,"negative affect"
"1791",1791,"negative affect"
"1792",1792,"negative affect"
"1793",1793,"negative affect;physical health;depression;anxiety"
"1794",1794,"physical health;self-esteem"
"1795",1795,"depression"
"1796",1796,"psychosis"
"1797",1797,"self-esteem"
"1798",1798,"physical health"
"1799",1799,"physical health;negative affect"
"1800",1800,"physical health"
"1801",1801,"physical health"
"1802",1802,"physical health"
"1803",1803,"physical health"
"1804",1804,"fatigue;physical health"
"1805",1805,"fatigue"
"1806",1806,"self-esteem"
"1807",1807,"self-esteem"
"1808",1808,"self-esteem"
"1809",1809,"activity"
"1810",1810,"activity"
"1811",1811,"activity;appraisal"
"1812",1812,"activity;appraisal"
"1813",1813,"activity;appraisal;self-esteem"
"1814",1814,"activity"
"1815",1815,"social context"
"1816",1816,"social context"
"1817",1817,"social context"
"1818",1818,""
"1819",1819,""
"1820",1820,""
"1821",1821,""
"1822",1822,"social context"
"1823",1823,"social interaction"
"1824",1824,"event;appraisal"
"1825",1825,"event;appraisal"
"1826",1826,"event;appraisal"
"1827",1827,"event;appraisal"
"1828",1828,"event;appraisal"
"1829",1829,"event;appraisal"
"1830",1830,"methodological"
"1831",1831,"appraisal"
"1832",1832,"methodological"
"1833",1833,"methodological"
"1834",1834,"activity"
"1835",1835,"appraisal"
"1836",1836,"substance use"
"1837",1837,"sleep"
"1838",1838,"sleep"
"1839",1839,"sleep"
"1840",1840,"sleep"
"1841",1841,"sleep"
"1842",1842,"cognition"
"1843",1843,""
"1844",1844,"worry;negative affect"
"1845",1845,"cognition;attention"
"1846",1846,"cognition"
"1847",1847,"positive affect"
"1848",1848,"positive affect"
"1849",1849,"positive affect"
"1850",1850,"positive affect"
"1851",1851,"negative affect;self-esteem"
"1852",1852,"negative affect"
"1853",1853,"anxiety;negative affect"
"1854",1854,"negative affect"
"1855",1855,"negative affect"
"1856",1856,"negative affect"
"1857",1857,"positive affect"
"1858",1858,"positive affect"
"1859",1859,"positive affect"
"1860",1860,"positive affect"
"1861",1861,"arousal"
"1862",1862,"positive affect"
"1863",1863,"positive affect"
"1864",1864,"negative affect"
"1865",1865,"negative affect;psychosis"
"1866",1866,"psychosis;rumination"
"1867",1867,"activity;physical health"
"1868",1868,"physical health"
"1869",1869,"physical health"
"1870",1870,"fatigue;physical health"
"1871",1871,"activity"
"1872",1872,"appraisal;activity"
"1873",1873,"activity;appraisal;self-esteem"
"1874",1874,"activity;appraisal"
"1875",1875,"activity;appraisal"
"1876",1876,"appraisal;activity"
"1877",1877,"appraisal;activity"
"1878",1878,"location;social context"
"1879",1879,"social context"
"1880",1880,"social context"
"1881",1881,"social context;appraisal"
"1882",1882,"social context;appraisal"
"1883",1883,"social context;appraisal"
"1884",1884,"social context"
"1885",1885,"social context"
"1886",1886,"social context"
"1887",1887,"social interaction"
"1888",1888,"substance use"
"1889",1889,"substance use"
"1890",1890,"substance use"
"1891",1891,"event;appraisal"
"1892",1892,"event;appraisal"
"1893",1893,"methodological"
"1894",1894,""
"1895",1895,""
"1896",1896,""
"1897",1897,"methodological"
"1898",1898,"methodological"
"1899",1899,"activity"
"1900",1900,"methodological"
"1901",1901,"methodological"
"1902",1902,"methodological"
"1903",1903,"anxiety;worry;negative affect"
"1904",1904,"activity;emotion regulation"
"1905",1905,""
"1906",1906,""
"1907",1907,""
"1908",1908,"sleep"
"1909",1909,"sleep"
"1910",1910,"sleep"
"1911",1911,"sleep"
"1912",1912,"sleep"
"1913",1913,"sleep"
"1914",1914,"sleep"
"1915",1915,"cognition"
"1916",1916,"cognition;appraisal"
"1917",1917,"cognition;appraisal"
"1918",1918,"cognition;appraisal"
"1919",1919,"cognition;negative affect;attention"
"1920",1920,"positive affect"
"1921",1921,"positive affect"
"1922",1922,"positive affect"
"1923",1923,"negative affect"
"1924",1924,"negative affect"
"1925",1925,"anxiety;negative affect;worry"
"1926",1926,"negative affect;self-esteem"
"1927",1927,"negative affect"
"1928",1928,"negative affect"
"1929",1929,"positive affect"
"1930",1930,"psychosis;symptom"
"1931",1931,"rumination"
"1932",1932,""
"1933",1933,""
"1934",1934,""
"1935",1935,""
"1936",1936,""
"1937",1937,""
"1938",1938,"activity;physical health"
"1939",1939,"physical health"
"1940",1940,"physical health"
"1941",1941,"physical health"
"1942",1942,"physical health"
"1943",1943,"activity"
"1944",1944,"activity;appraisal"
"1945",1945,"activity;appraisal"
"1946",1946,"activity;appraisal;self-esteem"
"1947",1947,"activity;appraisal"
"1948",1948,"location;social context"
"1949",1949,"social context"
"1950",1950,"social context"
"1951",1951,""
"1952",1952,""
"1953",1953,"social interaction"
"1954",1954,"substance use"
"1955",1955,"substance use"
"1956",1956,"event;appraisal"
"1957",1957,"event;appraisal"
"1958",1958,"methodological"
"1959",1959,"sleep"
"1960",1960,""
"1961",1961,"methodological"
"1962",1962,"methodological"
"1963",1963,"positive affect"
"1964",1964,"fatigue"
"1965",1965,"social context"
"1966",1966,""
"1967",1967,""
"1968",1968,""
"1969",1969,""
"1970",1970,""
"1971",1971,""
"1972",1972,"activity"
"1973",1973,""
"1974",1974,"methodological"
"1975",1975,"methodological"
"1976",1976,"negative affect;stress"
"1977",1977,"event;appraisal"
"1978",1978,"event;appraisal"
"1979",1979,"event;appraisal"
"1980",1980,"physical health"
"1981",1981,"physical health"
"1982",1982,"physical health"
"1983",1983,"physical health"
"1984",1984,"physical health"
"1985",1985,"physical health"
"1986",1986,"physical health"
"1987",1987,"physical health"
"1988",1988,"physical health"
"1989",1989,"physical health"
"1990",1990,"physical health"
"1991",1991,"physical health"
"1992",1992,"physical health"
"1993",1993,"sleep"
"1994",1994,"sleep"
"1995",1995,"sleep"
"1996",1996,"sleep"
"1997",1997,"worry;negative affect"
"1998",1998,"positive affect"
"1999",1999,"positive affect"
"2000",2000,"positive affect"
"2001",2001,"positive affect"
"2002",2002,"negative affect"
"2003",2003,"anxiety;negative affect"
"2004",2004,"negative affect"
"2005",2005,"depression;negative affect"
"2006",2006,"positive affect"
"2007",2007,"negative affect"
"2008",2008,"negative affect"
"2009",2009,"negative affect"
"2010",2010,"coping"
"2011",2011,"activity;physical health"
"2012",2012,"physical health"
"2013",2013,"physical health"
"2014",2014,"physical health"
"2015",2015,"physical health"
"2016",2016,"physical health"
"2017",2017,"fatigue;physical health"
"2018",2018,"self-esteem"
"2019",2019,"self-esteem"
"2020",2020,"self-esteem"
"2021",2021,"activity"
"2022",2022,""
"2023",2023,"activity;appraisal"
"2024",2024,"activity;appraisal"
"2025",2025,"activity;appraisal"
"2026",2026,"social context"
"2027",2027,"social context;appraisal"
"2028",2028,"social context;appraisal"
"2029",2029,"social context;appraisal"
"2030",2030,"social context;social interaction"
"2031",2031,"event"
"2032",2032,"event;appraisal"
"2033",2033,"event;appraisal"
"2034",2034,"event"
"2035",2035,"event"
"2036",2036,"event"
"2037",2037,"methodological"
"2038",2038,"negative affect;depression"
"2039",2039,"negative affect;depression"
"2040",2040,"negative affect;depression"
"2041",2041,"negative affect;pleasure;depression"
"2042",2042,"negative affect;depression"
"2043",2043,"negative affect;depression"
"2044",2044,"negative affect;depression"
"2045",2045,"negative affect;depression"
"2046",2046,"negative affect;worry;depression"
"2047",2047,"negative affect;depression"
"2048",2048,"negative affect;depression"
"2049",2049,"negative affect;depression"
"2050",2050,"depression;negative affect;self-esteem"
"2051",2051,"sleep"
"2052",2052,"sleep"
"2053",2053,"sleep"
"2054",2054,"sleep"
"2055",2055,"sleep"
"2056",2056,"sleep"
"2057",2057,"physical health"
"2058",2058,"physical health"
"2059",2059,"cognition"
"2060",2060,"cognition"
"2061",2061,"worry"
"2062",2062,"positive affect"
"2063",2063,"positive affect"
"2064",2064,"positive affect"
"2065",2065,"anxiety;negative affect"
"2066",2066,"negative affect"
"2067",2067,"negative affect"
"2068",2068,"positive affect"
"2069",2069,"negative affect;stress"
